DARKO VISKOVIÆ PR DOLCE VITA;;;Lager;;;;
PAVLA VUJISIÆA 44 BEOGRAD (ZEMUN);;;"magacin: mp1
cena: nabavna";;;;
PIB:111565745;;;;;;;
;;;;;;;
Šifra;Naziv;J.M.;Ulaz;Izlaz;Stanje;Cena;Vrednost
131911;Folija za zastitu ekrana GLASS 11D za Iphone 7 Plus/8 Plus bela;;1;0;1;383,03;383,03
131912;Folija za zastitu ekrana GLASS 11D za Iphone 7 Plus/8 Plus crna;;1;0;1;383,03;383,03
131913;Folija za zastitu ekrana GLASS 11D za Iphone 7/8 bela;;1;0;1;383,03;383,03
131923;Folija za zastitu ekrana GLASS 11D za Samsung J410F/J415F/J610F Galaxy J4 Core/J;;1;0;1;383,03;383,03
131936;Folija za zastitu ekrana GLASS za Huawei Honor 8A/Y6 2019/Y6 Pro 2019;;4;0;4;73,78;295,10
131937;Folija za zastitu ekrana GLASS za Huawei Y7 2019/Y7 Pro 2019/Y7 Prime 2019;;1;0;1;73,93;73,93
132066;Futrola BI FOLD Ihave za Samsung A505F Galaxy A50 crna;KOM;1;0;1;423,92;423,92
132077;Futrola CANVAS za Sasmung G970F Galaxy S10e tamno siva;KOM;1;0;1;288,16;288,16
132078;Futrola CANVAS za Sasmung G970F Galaxy S10e teget;KOM;1;0;1;288,16;288,16
132154;Futrola ULTRA TANKI PROTECT silikon za Huawei Honor 8A  providna (bela);;2;0;2;111,69;223,38
132164;Futrola ULTRA TANKI PROTECT silikon za Samsung A505F Galaxy A50 providna (bela);;1;0;1;111,69;111,69
132291;Futrola NILLKIN QIN za Samsung G970F Galaxy S10e crna;KOM;1;0;1;849,42;849,42
132292;Futrola NILLKIN QIN za Samsung G973F Galaxy S10 crna;KOM;1;0;1;849,42;849,42
132293;Futrola NILLKIN QIN za Samsung G975F Galaxy S10 Plus crna;KOM;1;0;1;849,42;849,42
132296;Futrola NILLKIN super frost za Samsung G973F Galaxy S10 crna;KOM;1;0;1;562,66;562,66
133428;Futrola NILLKIN super frost za Samsung G975F Galaxy S10 Plus crna;KOM;1;0;1;562,64;562,64
133506;Futrola GENTLE COLOR za Huawei P30 Lite tirkizna;KOM;1;0;1;169,88;169,88
133571;Futrola ULTRA TANKI PROTECT silikon za Huawei Y6 2019 providna (bela);;2;0;2;111,69;223,38
133576;Futrola ULTRA TANKI PROTECT silikon za Samsung A205F/A305F Galaxy A20/A30 provid;;2;0;2;111,69;223,38
133587;Folija za zastitu ekrana GLASS za Samsung A305F/A505F Galaxy A30/A50;;1;0;1;74,02;74,02
133918;Adapter Type C handsfree/charging srebrni;KOM;1;0;1;207,32;207,32
133925;Futrola Jelly za Huawei P30 Lite bordo;KOM;1;0;1;245,08;245,08
133928;Futrola Jelly za Huawei P30 Lite zlatna;KOM;1;0;1;245,08;245,08
133930;Futrola Jelly za Huawei P30 Pro bordo;KOM;1;0;1;245,08;245,08
133958;Futrola NILLKIN super frost za Samsung G973F Galaxy S10 plava;KOM;1;0;1;562,64;562,64
